task,model,condition,seed,family,gold_label,pred_label,count,source_file
medqa,qwen3b,full45k,44,self_update,B,B,187,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,B,C,39,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,B,D,41,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,C,A,48,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,C,B,60,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,C,C,204,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,C,D,34,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,D,A,40,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,D,B,51,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,D,C,41,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
medqa,qwen3b,full45k,44,self_update,D,D,133,runs/qwen3b_full45k_seed44_medqa_test1273.jsonl
